Wall time,Step,Value
1502741373.2942574,42,1.038844108581543
1502741373.3047094,45,0.7731380462646484
1502741373.395098,71,0.31661343574523926
1502741373.4743915,94,0.049244724214076996
1502741373.7270675,167,0.025638096034526825
1502741373.9424922,229,0.011616388335824013
1502741373.9596834,234,0.01097084116190672
1502741374.031873,255,0.007002761121839285
1502741374.0941613,273,0.01703716814517975
1502741374.2153316,308,0.009868231602013111
1502741374.2222567,310,0.08098466694355011
1502741374.2498457,318,0.023073697462677956
1502741374.7910562,474,0.00920862890779972
1502741375.007459,536,0.012936100363731384
1502741375.1572638,579,0.011638134717941284
1502741375.1816626,586,0.005753866862505674
1502741375.3497496,634,0.0150725357234478
1502741375.3959472,647,0.020904026925563812
1502741375.4804296,671,0.006497033406049013
1502741375.6326613,714,0.01413371879607439
1502741375.6607277,722,0.006072379183024168
1502741375.8798823,785,0.003499310463666916
1502741375.938696,802,0.0063949935138225555
1502741375.9595141,808,0.0057093300856649876
1502741376.0563967,836,0.016662748530507088
1502741376.5228531,971,0.0023223559837788343
1502741376.672317,1014,0.0069871386513113976
1502741376.8522832,1066,0.00272006425075233
1502741376.9871557,1104,0.0036947913467884064
1502741377.251779,1180,0.0042395335622131824
1502741377.5347078,1261,0.006538409739732742
1502741377.726167,1316,0.0038836104795336723
1502741377.7366943,1319,0.0017049929592758417
1502741377.7861156,1333,0.0031043642666190863
1502741377.7997284,1337,0.005478301551192999
1502741377.9667149,1385,0.005987071432173252
1502741377.9913914,1392,0.004566404037177563
1502741378.1446455,1436,0.0028559810016304255
1502741378.249146,1466,0.002488768892362714
1502741378.4479825,1523,0.014037581160664558
1502741378.5496874,1552,0.009109635837376118
1502741378.6066055,1568,0.00877061765640974
1502741378.6621382,1584,0.004397220443934202
1502741379.0324461,1691,0.008726484142243862
1502741379.18245,1734,0.009924733079969883
1502741379.1928103,1737,0.005098413676023483
1502741379.5658624,1844,0.0026356917805969715
1502741379.6427984,1866,0.004290140233933926
1502741379.682111,1877,0.002307473449036479
1502741379.8225257,1917,0.004220432601869106
1502741379.8815925,1934,0.0055356197990477085
1502741379.9272509,1947,0.0030352273024618626
1502741380.2370265,2036,0.007970013655722141
1502741380.4457772,2096,0.0152097437530756
1502741380.7680533,2187,0.0036420216783881187
1502741380.8096848,2199,0.005054268054664135
1502741380.921226,2231,0.0012957208091393113
1502741380.942304,2237,0.0029577247332781553
1502741381.0290241,2262,0.006398425437510014
1502741381.1854823,2307,0.0046622054651379585
1502741381.4706397,2389,0.0010185297578573227
1502741381.6322098,2436,0.0009663724340498447
1502741381.6924233,2453,0.0013057689648121595
1502741381.699485,2455,0.0013152867322787642
1502741381.7171268,2460,0.0034339234698563814
1502741381.8044086,2485,0.0015594455180689692
1502741381.8076255,2486,0.0006504040211439133
1502741381.8492513,2498,0.002325026784092188
1502741381.8667755,2503,0.0004822078044526279
1502741381.9664195,2532,0.0010956120677292347
1502741382.0187137,2547,0.0005201572203077376
1502741382.4998062,2685,0.0033998475410044193
1502741382.6931765,2740,0.0018361613620072603
1502741383.4916136,2967,0.003239352721720934
1502741383.7383885,3038,0.002863456727936864
1502741383.7487738,3041,0.001897173933684826
1502741383.9521532,3099,0.001297712093219161
1502741384.169408,3161,0.002029909286648035
1502741384.4097505,3230,0.007661810144782066
1502741384.458857,3244,0.004058671649545431
1502741384.4657624,3246,0.00462780287489295
1502741384.469075,3247,0.0026838176418095827
1502741384.6726146,3305,0.0011993256630375981
1502741385.2866135,3480,0.0014932845951989293
1502741385.7700927,3618,0.003351556835696101
1502741385.7777631,3620,0.0038904910907149315
1502741385.953253,3670,0.0005756446626037359
1502741386.2016273,3741,0.005048997700214386
1502741386.3827906,3793,0.0007372924010269344
1502741386.4562564,3814,0.00032871472649276257
1502741386.480468,3821,0.0007555600022897124
1502741386.8552191,3928,0.01890633814036846
1502741386.952309,3956,0.011169420555233955
1502741387.0497556,3984,0.0022602155804634094
1502741387.2316766,4036,0.0005453769699670374
1502741387.4475703,4098,0.010940329171717167
1502741387.789951,4196,0.007454391568899155
1502741387.8985927,4227,0.001823573955334723
1502741387.9157434,4232,0.0022128771524876356
1502741388.213619,4317,0.00345419067889452
1502741388.2204874,4319,0.003953650593757629
1502741388.5012627,4400,0.0030566100031137466
1502741388.8215265,4492,0.001261418336071074
1502741388.8819344,4509,0.0003728319425135851
1502741388.9553857,4530,0.0028986530378460884
1502741389.4243875,4664,0.0008162116864696145
1502741389.438273,4668,0.0029897529166191816
1502741389.4664125,4676,0.0029274330008774996
1502741389.8572369,4788,0.0012709362199530005
1502741389.9066339,4802,0.04189516603946686
1502741390.039907,4840,0.006155719049274921
1502741390.0823278,4852,0.006225027609616518
1502741390.230749,4894,0.0023471328895539045
1502741390.5007226,4971,0.002670357469469309
1502741390.7764783,5050,0.002036718651652336
1502741390.7835472,5052,0.0008162696030922234
1502741390.9718833,5106,0.0004989657318219543
1502741391.0690968,5134,0.0005832159076817334
1502741391.4361944,5239,0.0037145682144910097
1502741391.8061116,5345,0.0017072763293981552
