Wall time,Step,Value
1502741848.2160785,42,3.763030529022217
1502741848.22665,45,3.271749496459961
1502741848.319756,71,2.12985897064209
1502741848.4027872,94,1.2757995128631592
1502741848.6563177,167,0.1666051298379898
1502741848.8713205,229,0.2659601867198944
1502741848.8887987,234,0.17389541864395142
1502741848.96224,255,0.26978275179862976
1502741849.025346,273,0.2550942599773407
1502741849.1477213,308,0.17648866772651672
1502741849.1547701,310,0.21008935570716858
1502741849.182756,318,0.14459696412086487
1502741849.7448869,474,0.28993263840675354
1502741849.960219,536,0.1525040566921234
1502741850.1117854,579,0.2848682999610901
1502741850.1361923,586,0.2379317432641983
1502741850.3044822,634,0.07966402173042297
1502741850.3511198,647,0.07453595101833344
1502741850.4347072,671,0.157490536570549
1502741850.597318,714,0.1745544672012329
1502741850.6293006,722,0.047081802040338516
1502741850.8542244,785,0.06871113926172256
1502741850.913819,802,0.0532732717692852
1502741850.9349341,808,0.03248440474271774
1502741851.034107,836,0.10185887664556503
1502741851.5053391,971,0.4409693777561188
1502741851.6560154,1014,0.418849378824234
1502741851.835983,1066,0.24909429252147675
1502741851.9697893,1104,0.10523350536823273
1502741852.231319,1180,0.07599692046642303
1502741852.5142062,1261,0.021088052541017532
1502741852.70489,1316,0.023351479321718216
1502741852.7151463,1319,0.018680311739444733
1502741852.7635708,1333,0.027848005294799805
1502741852.7772117,1337,0.03908530995249748
1502741852.9460232,1385,0.04103381186723709
1502741852.9706392,1392,0.020253535360097885
1502741853.1246886,1436,0.03096805326640606
1502741853.2289479,1466,0.05167698860168457
1502741853.4282625,1523,0.030090074986219406
1502741853.5290046,1552,0.0207288209348917
1502741853.5853007,1568,0.025415917858481407
1502741853.6423101,1584,0.016151320189237595
1502741854.015867,1691,0.04274674504995346
1502741854.1659844,1734,0.01048597414046526
1502741854.1769612,1737,0.008751426823437214
1502741854.551685,1844,0.00652557285502553
1502741854.6278918,1866,0.01287342980504036
1502741854.6660259,1877,0.010243000462651253
1502741854.8046658,1917,0.010169045999646187
1502741854.864602,1934,0.042281825095415115
1502741854.9097335,1947,0.026810171082615852
1502741855.2188098,2036,0.03811676427721977
1502741855.4262428,2096,0.026429973542690277
1502741855.7438204,2187,0.0243212953209877
1502741855.7857745,2199,0.09491534531116486
1502741855.8988307,2231,0.1397733986377716
1502741855.919193,2237,0.09288762509822845
1502741856.0053177,2262,0.048916153609752655
1502741856.1640067,2307,0.06160159781575203
1502741856.4490445,2389,0.026405001059174538
1502741856.611368,2436,0.04457024484872818
1502741856.6711137,2453,0.019417140632867813
1502741856.6780882,2455,0.05834922194480896
1502741856.6953332,2460,0.06998132169246674
1502741856.7836916,2485,0.03498673439025879
1502741856.7870224,2486,0.02785901352763176
1502741856.8292067,2498,0.023190151900053024
1502741856.8467238,2503,0.01944451779127121
1502741856.9478378,2532,0.01004929468035698
1502741856.9997175,2547,0.0061049312353134155
1502741857.4810472,2685,0.06984421610832214
1502741857.67296,2740,0.16152405738830566
1502741858.4673643,2967,0.023741090670228004
1502741858.7135787,3038,0.11809907853603363
1502741858.7240887,3041,0.07178600877523422
1502741858.9244697,3099,0.1997188925743103
1502741859.1409426,3161,0.022495664656162262
1502741859.3813572,3230,0.11152667552232742
1502741859.4295678,3244,0.1284472644329071
1502741859.436394,3246,0.33148840069770813
1502741859.4397473,3247,0.07904396206140518
1502741859.64322,3305,0.027353866025805473
1502741860.2523997,3480,0.05231350287795067
1502741860.7345974,3618,0.5404302477836609
1502741860.7415128,3620,0.2646201550960541
