Wall time,Step,Value
1502740734.2336323,42,40.735836029052734
1502740734.244051,45,42.34141159057617
1502740734.3362305,71,28.936851501464844
1502740734.4179118,94,19.67908477783203
1502740734.674155,167,13.95048713684082
1502740734.8915925,229,6.904553413391113
1502740734.9088311,234,5.484141826629639
1502740734.9830117,255,7.190801620483398
1502740735.0453587,273,7.073339462280273
1502740735.1681838,308,5.4769158363342285
1502740735.1750758,310,3.836273431777954
1502740735.2031198,318,4.462960243225098
1502740735.7503188,474,2.7490358352661133
1502740735.9674976,536,2.4247193336486816
1502740736.119453,579,2.7694549560546875
1502740736.144034,586,3.964416027069092
1502740736.3145456,634,2.040968418121338
1502740736.3618183,647,2.580341339111328
1502740736.4475458,671,2.085941791534424
1502740736.6008148,714,2.0793261528015137
1502740736.6291895,722,1.9184064865112305
1502740736.8535137,785,1.2519522905349731
1502740736.9151716,802,2.0160984992980957
1502740736.9369495,808,1.8195374011993408
1502740737.0367632,836,1.724767804145813
1502740737.5165818,971,1.5129331350326538
1502740737.6680682,1014,3.169140100479126
1502740737.8529985,1066,1.4850618839263916
1502740737.9885588,1104,1.3690524101257324
1502740738.2554314,1180,1.5400269031524658
1502740738.5438087,1261,3.936305522918701
1502740738.7387195,1316,2.4630064964294434
1502740738.749076,1319,1.5827431678771973
1502740738.7981968,1333,3.302443504333496
1502740738.8122232,1337,3.1958906650543213
1502740738.9806979,1385,2.3593902587890625
1502740739.0057995,1392,2.1914825439453125
1502740739.1619897,1436,3.024921417236328
1502740739.2693925,1466,1.5880208015441895
1502740739.4716115,1523,0.6980721950531006
1502740739.5727918,1552,0.8317587375640869
1502740739.628939,1568,1.0005815029144287
1502740739.6848493,1584,0.9554941058158875
1502740740.0607986,1691,0.9917187094688416
1502740740.2120075,1734,1.4453206062316895
1502740740.2224042,1737,0.8047620058059692
1502740740.5961654,1844,2.0440962314605713
1502740740.6728704,1866,0.9998496770858765
1502740740.7110984,1877,1.2785841226577759
1502740740.8528912,1917,1.1050236225128174
1502740740.9120739,1934,0.9724616408348083
1502740740.957997,1947,0.9591488838195801
1502740741.2731006,2036,0.912660539150238
1502740741.4853144,2096,0.5948980450630188
1502740741.808296,2187,0.789159893989563
1502740741.8504784,2199,1.1293790340423584
1502740741.9649553,2231,1.046911597251892
1502740741.9865794,2237,1.3491132259368896
1502740742.0747335,2262,0.64710932970047
1502740742.234253,2307,0.8714180588722229
1502740742.5218945,2389,0.5234729051589966
1502740742.6901536,2436,0.903546929359436
1502740742.7497466,2453,0.7054493427276611
1502740742.7566636,2455,1.1638777256011963
1502740742.7741153,2460,0.8668124079704285
1502740742.8642614,2485,1.8361128568649292
1502740742.8677428,2486,0.8973210453987122
1502740742.9100378,2498,0.7262486219406128
1502740742.9279559,2503,0.7243115305900574
1502740743.0307539,2532,1.1551220417022705
1502740743.0836341,2547,1.4272871017456055
1502740743.5683894,2685,1.6774604320526123
1502740743.7631276,2740,1.2480640411376953
1502740744.563391,2967,0.8615124225616455
1502740744.812313,3038,0.6386284828186035
1502740744.8228874,3041,0.7366633415222168
1502740745.027971,3099,1.4580774307250977
1502740745.2471545,3161,0.6525339484214783
1502740745.4909432,3230,0.5200475454330444
